,ticker,year,month,Stock Price on day of recommendation,Stock Price after 4 weeks,Rating_Category,Value,transaction_type_category,percentage_of_market_cap
55,AAL,2016,10,37.103713989257734,41.99361928304033,0.6666666666666666,-7766428,0.0,0.0008304722527158375
56,AAL,2016,11,44.7025680541992,46.0264511108398,1.0,-5543859,0.0,0.000592746907832526
57,AAL,2016,12,46.6738891601562,46.4806251525878,1.0,-8057486,0.0,0.0008616062475722138
58,AAL,2017,1,45.127758026123,42.5669708251953,1.0,-202321,0.0,2.1633585265981093e-05
59,AAL,2017,2,43.7748870849609,43.8819427490234,1.0,-3074252,0.0,0.0003287193774649663
60,AAL,2017,3,39.078269958496,43.0006294250488,1.0,-442399,0.0,4.730446282490765e-05
61,AAL,2017,6,46.6163825988769,51.585693359375,0.0,-6872404,0.0,0.0007348524335019
62,AAL,2017,8,47.16153335571285,44.12885284423825,1.0,-2997307,0.0,0.00032048171845326656
63,AAL,2017,9,45.12083816528317,50.849077860514285,1.0,-162523,0.0,1.7379681248617645e-05
64,AAL,2017,11,45.55369567871085,49.00134086608885,1.0,-201300,0.0,2.1524455530943898e-05
65,AAL,2018,1,51.7888860702514,51.80791568756098,1.0,-14001224,0.0,0.001497053465075768
66,AAL,2018,2,52.1375007629394,49.8133277893066,1.0,-1825999,0.0,0.0001952429760398
67,AAL,2018,4,45.4774932861328,41.1497726440429,1.0,-233600,0.0,2.4978156089250168e-05
68,AAL,2018,5,42.6669464111328,38.2622413635253,1.0,-450000,0.0,4.811716712398363e-05
69,AAL,2018,10,31.629831552505436,36.70768928527829,1.0,836763,1.0,8.947119909109623e-05
70,AAL,2018,11,36.70891952514643,32.5413103103637,1.0,535301,1.0,5.724338982183252e-05
71,AAL,2019,10,27.7074632644653,29.63548183441155,0.5,314070,1.0,3.358578265254057e-05
72,AAL,2020,2,19.8249998092651,14.84999990463255,1.0,1179815,1.0,0.00012618138979555413
73,AAP,2012,5,67.88856760660805,68.93424479166661,1.0,-689791,0.0,0.00018926917014278877
74,AAP,2012,9,68.742073059082,68.2947845458984,1.0,-378726,0.0,0.0001039172093163
75,AAP,2013,2,77.1847457885742,75.1695098876953,1.0,-19570200,0.0,0.005369761700760236
76,AAP,2013,6,78.1307678222656,79.8746185302734,0.0,-1258650,0.0,0.0003453562615347
77,AAP,2014,8,129.09228515625,131.439102172851,1.0,-127775,0.0,3.505958317312103e-05
78,AAP,2014,11,142.502090454101,152.8806304931635,1.0,-2100412,0.0,0.0005763243116564705
79,AAP,2015,2,147.5995635986325,147.216300964355,1.0,-1024411,0.0,0.0002810842992373
80,AAP,2015,11,159.004562377929,146.44123840332,1.0,200244,1.0,5.494420151334074e-05
81,AAP,2016,2,140.1075057983395,153.01545715332,1.0,-526303,0.0,0.0001444103976709
82,AAP,2016,3,161.265106201171,156.814804077148,0.0,-1308890,0.0,0.00035914124047024826
83,AAP,2016,5,145.72839355468724,150.66152572631802,1.0,84355397,0.6666666666666666,0.0235988844281267
84,AAP,2016,6,150.976211547851,158.59031677246,0.0,77823854,0.75,0.02137703840013252
85,AAP,2016,8,155.6748046875,148.454971313476,1.0,1611853,1.0,0.000442270189700678
